Data,Alg.,adj_Patn,adj_maxf1,adj_ap,auc,AMI,ireos_java,decision_tree_native,decision_tree_sklearn,random_forest_native,random_forest_sklearn,liblinear,xgboost_tree,xgboost_dart,xgboost_linear,libsvm
complex_13,hbos,0.6296201438848921,0.6507646310432569,0.6199718195781811,0.948239712230216,0.3565743556872072,0.41605,0.5194914535416342,0.9455513129413624,0.5025060639866307,0.1465004756694483,0.0019639511154672,0.1282684910281805,0.0531675905968879,0.0181857508741336,0.1503492661552422
complex_13,iforest,0.8049769784172661,0.8490301837270342,0.81195385887994,0.985951942446043,0.5830821702722301,0.54804,0.526221115604105,0.969667728009193,0.5004066431248706,0.1681981738613197,0.0024749365524569,0.1308919357092636,0.0627668769275777,0.0252634608735439,0.2116931362106788
complex_13,knn,0.9377237410071942,0.9584073033707864,0.8690761387327184,0.99543654676259,0.7972316114994074,0.40131,0.5353528162399591,0.9842698273299918,0.4975173561961686,0.1908112983451932,0.0029477925387224,0.1355060789494613,0.0740619658155957,0.036068091476202,0.3189373078181522
complex_13,lof,0.0724115107913669,0.1310046029919447,0.369068287917358,0.4412307913669064,0.0085507204825552,0.01577,0.5315726125765085,0.9693355950436928,0.5171870255123899,0.1840305543194015,0.00157387010541,0.1316429966348696,0.062816706935535,0.0113150038936596,0.2281936354028288
complex_13,ocsvm,0.7869496402877698,0.8010802069857698,0.7389160234285663,0.9749341007194244,0.5560500005089927,0.43944,0.5234910699361732,0.944559584490141,0.5012017019791012,0.1606751687673112,0.002309328309387,0.1305867936925195,0.0587188921488644,0.0246517807131575,0.1805107908729953
complex_14,sdo,0.6672639269406392,0.7745852913085005,0.4903985893328743,0.9776972602739724,0.4175297158623393,0.21415,0.5382920830811858,0.9819389197389484,0.4974058363309067,0.1702779136634415,0.0058993202436847,0.1363627671850018,0.0756560662877669,0.045822138046319,0.2574811653538627
complex_14,abod,0.5927707762557077,0.7226915009041591,0.4339217317417345,0.9706493150684932,0.3244797108707556,0.73432,0.512811100385842,0.9618648953284018,0.5039888692029459,0.12393572595699,0.0020492133947251,0.1241798622279682,0.0422490099419655,0.0122629344707859,0.1048172973004789
complex_14,hbos,0.3121799086757991,0.3899411635565313,0.216197751826534,0.8932136986301371,0.1077190309539771,0.38106,0.5235908080219575,0.9814104017316247,0.50127758815068,0.150533207371025,0.0039408604706127,0.1290863902670803,0.0571446271119016,0.024876029995241,0.1723953966252552
complex_14,iforest,0.5406255707762558,0.6892571428571429,0.3608273317483698,0.963716894977169,0.2843148246905476,0.41418,0.524962301935782,0.9816600540606452,0.5008249151673112,0.1553286676059699,0.0039238693433581,0.1295803203874689,0.0595394739288677,0.0270951717522296,0.1771117442319791
complex_14,knn,0.6821625570776255,0.7978980842911877,0.4583368697844806,0.9781479452054797,0.3713833380350095,0.21162,0.5377381300540435,0.9814158935305874,0.4979115870392556,0.1695063881842504,0.0058511299793171,0.1360759073001727,0.0749601145527573,0.0451408834831895,0.2569229068068837
complex_14,lof,0.1408456621004566,0.1638506963788301,0.3752299387378994,0.4617095890410959,0.0297977665861658,0.02861,0.5131651677802125,0.9443462913133244,0.5035216815288429,0.1222520695269341,0.0016993967725219,0.1259127427252708,0.0433689316855941,0.0121383668857417,0.1091657670991371
complex_14,ocsvm,0.4884803652968036,0.6380790540540541,0.2625445337981482,0.9493986301369864,0.2371773014523691,0.40735,0.5286237817127616,0.9760396820185536,0.4989695904034678,0.1607555231560777,0.0043752224979781,0.1317343032783377,0.0646118224561424,0.0320943269639187,0.1880438766940641
